#?RADIANCE
/home/user/software/misc/Radiance-5.0/bin//oconv perezsky.mat sky_sg.rad material.rad building.rad road.rad waterbody.rad lower.rad
/home/user/software/misc/Radiance-5.0/bin//rtrace -I -faa -oov -ab 2 -ad 1024
SOFTWARE= RADIANCE 5.0 lastmod Tue Dec 26 10:34:55 SGT 2017 by user on gopalanh_ws
CAPDATE= 2019:09:04 14:17:04
GMT= 2019:09:04 06:17:04
FORMAT=ascii

2.143163e+00	3.736663e+00	5.000110e+00	9.041322e+02	9.041322e+02	9.041322e+02	
5.000110e+00	-4.684630e-01	9.718300e-01	1.223282e+02	1.223282e+02	1.223282e+02	
4.684630e-01	4.999890e+00	9.718300e-01	0.000000e+00	0.000000e+00	0.000000e+00	
5.000110e+00	-2.827953e+00	7.656860e-01	1.172115e+02	1.172115e+02	1.172115e+02	
1.184383e+00	-5.000110e+00	4.204023e+00	1.653517e+02	1.653517e+02	1.653517e+02	
-5.000110e+00	2.608867e+00	2.199703e+00	4.937250e+02	4.937250e+02	4.937250e+02	
-2.733017e+00	4.159113e+00	5.000110e+00	9.044673e+02	9.044673e+02	9.044673e+02	
-5.000110e+00	1.669967e+00	4.088923e+00	4.881834e+02	4.881834e+02	4.881834e+02	
-3.360770e+00	-4.740483e+00	5.000110e+00	9.040499e+02	9.040499e+02	9.040499e+02	
2.979890e+00	-1.414977e+00	5.000110e+00	9.043597e+02	9.043597e+02	9.043597e+02	
5.000110e+00	-7.107430e-01	2.904673e+00	1.500789e+02	1.500789e+02	1.500789e+02	
1.760897e+00	-3.655636e+00	5.000110e+00	9.041773e+02	9.041773e+02	9.041773e+02	
3.794663e+00	5.000110e+00	2.561650e+00	3.563528e+02	3.563528e+02	3.563528e+02	
-5.000110e+00	1.029053e+00	4.245210e+00	4.879221e+02	4.879221e+02	4.879221e+02	
-4.875153e+00	-2.557780e-01	5.000110e+00	9.044701e+02	9.044701e+02	9.044701e+02	
4.803233e+00	2.941416e+00	5.000110e+00	9.044885e+02	9.044885e+02	9.044885e+02	
-1.619737e+00	2.167117e+00	5.000110e+00	9.045916e+02	9.045916e+02	9.045916e+02	
3.909453e+00	-7.751490e-01	5.000110e+00	9.042982e+02	9.042982e+02	9.042982e+02	
-2.341513e+00	-3.226820e+00	5.000110e+00	9.040341e+02	9.040341e+02	9.040341e+02	
1.326850e+00	4.578257e+00	5.000110e+00	9.042748e+02	9.042748e+02	9.042748e+02	
-4.256027e+00	-2.902933e+00	5.000110e+00	9.043992e+02	9.043992e+02	9.043992e+02	
1.384033e+00	-4.946170e-01	5.000110e+00	9.045925e+02	9.045925e+02	9.045925e+02	
4.757120e+00	1.938797e+00	5.000110e+00	9.044316e+02	9.044316e+02	9.044316e+02	
4.324823e+00	-5.000110e+00	2.239373e+00	1.649412e+02	1.649412e+02	1.649412e+02	
1.332760e-01	-2.103590e+00	5.000110e+00	9.042053e+02	9.042053e+02	9.042053e+02	
-5.000110e+00	-1.460560e+00	3.809487e+00	4.895010e+02	4.895010e+02	4.895010e+02	
-5.000110e+00	-2.415460e-01	4.632553e+00	4.866517e+02	4.866517e+02	4.866517e+02	
5.000110e+00	4.055346e+00	2.901597e+00	1.569004e+02	1.569004e+02	1.569004e+02	
3.766720e+00	-5.000110e+00	2.869660e+00	1.653871e+02	1.653871e+02	1.653871e+02	
3.115957e+00	-3.546800e-02	5.000110e+00	9.044297e+02	9.044297e+02	9.044297e+02	
-1.331560e+00	3.116020e+00	5.000110e+00	9.045483e+02	9.045483e+02	9.045483e+02	
1.101467e+00	-5.000110e+00	4.850930e+00	1.658420e+02	1.658420e+02	1.658420e+02	
2.516687e+00	-5.000110e+00	3.317167e+00	1.653730e+02	1.653730e+02	1.653730e+02	
-4.055347e+00	5.000110e+00	2.901597e+00	3.564802e+02	3.564802e+02	3.564802e+02	
3.152490e-01	5.000110e+00	3.854737e+00	3.533809e+02	3.533809e+02	3.533809e+02	
1.226807e+00	-4.583680e+00	5.000110e+00	9.041808e+02	9.041808e+02	9.041808e+02	
1.393453e+00	2.557947e+00	5.000110e+00	9.041385e+02	9.041385e+02	9.041385e+02	
-3.805953e+00	-5.000110e+00	3.054123e+00	1.681740e+02	1.681740e+02	1.681740e+02	
1.193100e+00	4.569897e+00	5.000110e+00	9.042887e+02	9.042887e+02	9.042887e+02	
4.634127e+00	-5.000110e+00	3.071280e-01	1.175146e+02	1.175146e+02	1.175146e+02	
3.711823e+00	5.000110e+00	2.787297e+00	3.561384e+02	3.561384e+02	3.561384e+02	
2.345660e-01	-4.090543e+00	5.000110e+00	9.043126e+02	9.043126e+02	9.043126e+02	
5.000110e+00	-4.478874e+00	2.342680e+00	1.498299e+02	1.498299e+02	1.498299e+02	
-3.835327e+00	-5.000110e+00	2.899810e+00	1.681672e+02	1.681672e+02	1.681672e+02	
5.000110e+00	1.749127e+00	1.092254e+00	1.272263e+02	1.272263e+02	1.272263e+02	
4.756140e+00	-5.000110e+00	4.032743e+00	1.667128e+02	1.667128e+02	1.667128e+02	
1.447797e+00	-3.066210e+00	5.000110e+00	9.041962e+02	9.041962e+02	9.041962e+02	
1.749127e+00	-5.000110e+00	1.092254e+00	1.486466e+02	1.486466e+02	1.486466e+02	
1.844553e+00	-5.000110e+00	1.538873e+00	1.578730e+02	1.578730e+02	1.578730e+02	
5.000110e+00	-3.481447e+00	1.658800e+00	1.400741e+02	1.400741e+02	1.400741e+02	
1.815423e+00	3.917140e-01	5.000110e+00	9.044150e+02	9.044150e+02	9.044150e+02	
4.924793e+00	-5.000110e+00	2.882313e+00	1.665592e+02	1.665592e+02	1.665592e+02	
3.875223e+00	-5.000110e+00	4.931670e+00	1.652092e+02	1.652092e+02	1.652092e+02	
-5.000110e+00	4.322190e-01	1.389683e+00	4.950695e+02	4.950695e+02	4.950695e+02	
-3.330073e+00	5.000110e+00	1.568447e+00	3.586262e+02	3.586262e+02	3.586262e+02	
4.141780e+00	-4.495740e+00	5.000110e+00	9.043871e+02	9.043871e+02	9.043871e+02	
